Index,Distance,Stroke,Time,Date,City,Country,PoolLength,IsPartialDistance,Points
528,400,freestyle,320.99,2013-09-22,Skjetten,Norway,25,1,289
529,400,medley,321.69,2016-03-05,Kolbotn,Norway,25,0,388
530,400,freestyle,322.13,2013-05-04,Sandefjord,Norway,25,1,286
531,400,freestyle,326.42,2013-03-17,Nordtvet,Norway,25,1,274
532,400,freestyle,333.96,2013-01-19,Rælingen,Norway,25,0,256
533,400,freestyle,345.24,2012-09-23,Skjetten,Norway,25,0,232
534,400,freestyle,348.05,2012-10-13,Sarpsborg,Norway,25,0,226
535,400,medley,348.86,2014-05-10,Oslo,Norway,50,0,335
536,400,medley,355.05,2013-09-21,Skjetten,Norway,25,0,289
537,400,medley,356.8,2013-11-03,Nordtvet,Norway,25,0,285
538,400,medley,357.88,2015-10-10,Tøyen,Norway,50,0,311
539,400,freestyle,367.81,2012-02-10,Nadderud,Norway,25,0,192
540,400,freestyle,371.64,2012-06-09,Hamar,Norway,50,0,207
541,400,freestyle,374.42,2012-01-22,Rælingen,Norway,25,0,182
542,400,freestyle,383.11,2012-01-06,Asker,Norway,25,0,170
543,400,freestyle,442.77,2010-11-07,Nordtvet,Norway,25,0,110
544,800,freestyle,587.23,2016-03-06,Kolbotn,Norway,25,0,421
545,800,freestyle,612.94,2014-01-18,Rælingen,Norway,25,1,371
546,800,freestyle,645.15,2013-05-04,Sandefjord,Norway,25,0,318
547,800,freestyle,647.58,2013-09-22,Skjetten,Norway,25,0,314
548,800,freestyle,660.32,2013-03-17,Nordtvet,Norway,25,1,296
549,800,freestyle,660.65,2013-10-20,Langhus,Norway,25,0,296
550,1500,freestyle,1151.37,2014-01-18,Rælingen,Norway,25,0,397
551,1500,freestyle,1235.22,2013-03-17,Nordtvet,Norway,25,0,322
